UnitID,Institution Name,Sector of institution (HD2018),Level of institution (HD2018),Control of institution (HD2018),Degree-granting status (HD2018),Degree of urbanization (Urban-centric locale) (HD2018),Tribal college (HD2018),Historically Black College or University (HD2018),Graduation rate  total cohort (DRVGR2017_RV),Graduation rate  men (DRVGR2017_RV),Graduation rate  women (DRVGR2017_RV),Graduation rate  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate  Asian/Native Hawaiian/Other Pacific Islander (DRVGR2017_RV),Graduation rate  Asian (DRVGR2017_RV),Graduation rate  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate  Black  non-Hispanic (DRVGR2017_RV),Graduation rate  Hispanic (DRVGR2017_RV),Graduation rate  White  non-Hispanic (DRVGR2017_RV),Graduation rate  Nonresident alien (DRVGR2017_RV),Graduation rate  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  men (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  women (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian/Native Hawaiian/Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Black  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  White  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Nonresident alien (DRVGR2017_RV)
444219,Folsom Lake College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,31.0,30.0,31.0,0.0,50.0,58.0,0.0,14.0,22.0,32.0,0.0,25.0,33.0,,,,,,,,,,,,,,
114716,Foothill College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,56.0,55.0,56.0,,69.0,71.0,25.0,29.0,33.0,50.0,76.0,0.0,43.0,,,,,,,,,,,,,,
114831,Foothill-De Anza Community College District,Administrative Unit,Four or more years,Public,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
114734,Franciscan School of Theology,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
114761,Fredrick and Charles Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Town: Remote,No,No,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
372073,Fremont College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,50.0,54.0,47.0,,74.0,74.0,,34.0,54.0,46.0,,48.0,29.0,33.0,33.0,0.0,50.0,,,,,0.0,0.0,,,100.0,
114789,Fresno City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,18.0,16.0,19.0,0.0,23.0,23.0,50.0,10.0,15.0,26.0,0.0,17.0,17.0,,,,,,,,,,,,,,
114813,Fresno Pacific University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,65.0,54.0,72.0,,50.0,50.0,,40.0,67.0,68.0,13.0,84.0,57.0,53.0,65.0,54.0,72.0,,50.0,50.0,,40.0,67.0,68.0,57.0,84.0,13.0
114840,Fuller Theological Seminary,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
114859,Fullerton College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,29.0,25.0,32.0,0.0,44.0,43.0,67.0,25.0,24.0,33.0,35.0,23.0,24.0,,,,,,,,,,,,,,
461254,Galaxy Medical College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114938,Gavilan College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Small,No,No,29.0,28.0,30.0,,33.0,38.0,0.0,57.0,27.0,30.0,0.0,0.0,46.0,,,,,,,,,,,,,,
486099,GDS Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114947,Gemological Institute of America-Carlsbad,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115010,Glendale Career College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,66.0,64.0,67.0,,71.0,71.0,,56.0,68.0,64.0,,55.0,,,,,,,,,,,,,,,
115001,Glendale Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,29.0,27.0,31.0,,27.0,27.0,0.0,15.0,18.0,38.0,29.0,7.0,28.0,,,,,,,,,,,,,,
449384,Gnomon,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
115083,Golden Gate University-San Francisco,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
115126,Golden West College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,34.0,33.0,36.0,50.0,44.0,45.0,14.0,20.0,26.0,35.0,44.0,80.0,26.0,,,,,,,,,,,,,,
481058,Grace Mission University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
115214,Graduate Theological Union,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
115296,Grossmont College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,27.0,25.0,28.0,,40.0,41.0,29.0,17.0,22.0,29.0,29.0,20.0,28.0,,,,,,,,,,,,,,
115287,Grossmont-Cuyamaca Community College District,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
459213,Gurnick Academy of Medical Arts,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,59.0,59.0,59.0,50.0,60.0,57.0,100.0,56.0,50.0,77.0,,53.0,50.0,,,,,,,,,,,,,,
383084,Hacienda La Puente Adult Education,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,79.0,92.0,65.0,68.0,84.0,84.0,86.0,75.0,86.0,62.0,,94.0,78.0,,,,,,,,,,,,,,
115393,Hartnell College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,31.0,32.0,30.0,,22.0,18.0,50.0,27.0,31.0,33.0,100.0,0.0,47.0,,,,,,,,,,,,,,
115409,Harvey Mudd College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,96.0,95.0,98.0,,97.0,97.0,,100.0,100.0,95.0,95.0,91.0,100.0,86.0,96.0,95.0,98.0,,97.0,97.0,,100.0,100.0,95.0,100.0,91.0,95.0
454795,Healing Hands School of Holistic Health,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
450960,Healthcare Career College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,67.0,42.0,73.0,,89.0,86.0,100.0,56.0,73.0,38.0,,50.0,,,,,,,,,,,,,,,
484002,High Desert Medical College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,66.0,57.0,66.0,,83.0,83.0,,50.0,73.0,63.0,,,20.0,,,,,,,,,,,,,,
485403,High Tech High Graduate School of Education,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
115658,Hilltop Beauty School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
480000,Hinton Barber and Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115728,Holy Names University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,43.0,33.0,49.0,,40.0,50.0,33.0,42.0,52.0,35.0,43.0,,35.0,32.0,43.0,33.0,49.0,,40.0,50.0,33.0,42.0,52.0,35.0,35.0,,43.0
457086,Homestead Schools,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,83.0,70.0,88.0,,81.0,81.0,,71.0,100.0,100.0,,,,,,,,,,,,,,,,,
120537,Hope International University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,48.0,46.0,49.0,,86.0,100.0,75.0,0.0,33.0,54.0,0.0,50.0,53.0,48.0,48.0,46.0,49.0,,86.0,100.0,75.0,0.0,33.0,54.0,53.0,42.0,
488411,Hoss Lee Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115755,Humboldt State University,"Public, 4-year or above",Four or more years,Public,Degree-granting,Town: Remote,No,No,47.0,41.0,51.0,29.0,51.0,53.0,25.0,40.0,40.0,51.0,100.0,40.0,53.0,14.0,47.0,41.0,51.0,29.0,51.0,53.0,25.0,40.0,40.0,51.0,53.0,40.0,100.0
115773,Humphreys University-Stockton and Modesto Campuses,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,41.0,40.0,41.0,0.0,57.0,57.0,,43.0,43.0,27.0,,,,33.0,48.0,50.0,48.0,0.0,67.0,67.0,,50.0,50.0,40.0,,,
486965,Hussian College-Relativity Campus California,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
368771,Hypnosis Motivation Institute,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115861,Imperial Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,27.0,25.0,29.0,0.0,,,,0.0,28.0,6.0,,35.0,,,,,,,,,,,,,,,
491880,Independent Training & Apprenticeship Program,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
115931,Institute for Business and Technology,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,79.0,82.0,69.0,,87.0,87.0,,62.0,80.0,81.0,,65.0,,,,,,,,,,,,,,,
493080,Institute of Culinary Education,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
431141,Institute of Technology,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,64.0,60.0,67.0,38.0,75.0,80.0,57.0,52.0,65.0,64.0,,66.0,50.0,,,,,,,,,,,,,,
483373,Integrity College of Health,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
366289,InterCoast Colleges-Anaheim,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,71.0,75.0,67.0,0.0,86.0,85.0,100.0,59.0,89.0,71.0,,32.0,,,,,,,,,,,,,,,
481960,InterCoast Colleges-Fairfield,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,72.0,64.0,76.0,0.0,92.0,90.0,100.0,63.0,76.0,67.0,,75.0,33.0,,,,,,,,,,,,,,
457208,InterCoast Colleges-Rancho Cordova,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
442888,InterCoast Colleges-Riverside,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,70.0,69.0,72.0,,100.0,100.0,100.0,63.0,67.0,83.0,,,0.0,,,,,,,,,,,,,,
443571,InterCoast Colleges-West Covina,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,66.0,65.0,71.0,0.0,67.0,67.0,,67.0,70.0,54.0,,67.0,0.0,,,,,,,,,,,,,,
116226,Interior Designers Institute,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
462336,International College of Beauty Arts & Sciences,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
461175,International College of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
491659,International College of Holistic Studies,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
475097,International Culinary Center-California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
113449,International School of Beauty Inc,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485519,International Sports Sciences Association,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Midsize,No,No,29.0,23.0,50.0,,,,,0.0,,40.0,,50.0,,,,,,,,,,,,,,,
116439,Irvine Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,45.0,41.0,50.0,0.0,55.0,55.0,,50.0,31.0,48.0,48.0,57.0,48.0,,,,,,,,,,,,,,
116712,John F. Kennedy University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
462354,John Paul the Great Catholic University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,61.0,44.0,83.0,,0.0,0.0,,,100.0,46.0,,80.0,50.0,61.0,61.0,44.0,83.0,,0.0,0.0,,,100.0,46.0,50.0,80.0,
428125,John Wesley International Barber and Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,
440031,Keck Graduate Institute,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
117627,La Sierra University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,47.0,39.0,54.0,0.0,72.0,71.0,80.0,23.0,38.0,41.0,47.0,,70.0,0.0,25.0,24.0,26.0,0.0,30.0,32.0,0.0,13.0,22.0,29.0,33.0,,26.0
117168,Laguna College of Art and Design,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Rural: Fringe,No,No,52.0,62.0,49.0,,58.0,58.0,,,82.0,39.0,33.0,33.0,100.0,26.0,52.0,62.0,49.0,,58.0,58.0,,,82.0,39.0,100.0,33.0,33.0
117195,Lake Tahoe Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,29.0,26.0,33.0,50.0,33.0,33.0,,,37.0,21.0,30.0,100.0,11.0,,,,,,,,,,,,,,
117238,Lancaster Beauty School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117247,Laney College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,25.0,23.0,26.0,,33.0,33.0,25.0,16.0,21.0,28.0,57.0,29.0,17.0,,,,,,,,,,,,,,
366401,Las Positas College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Small,No,No,39.0,35.0,43.0,0.0,48.0,48.0,33.0,30.0,37.0,39.0,43.0,100.0,33.0,,,,,,,,,,,,,,
117274,Lassen Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,24.0,17.0,33.0,50.0,33.0,0.0,40.0,0.0,22.0,24.0,18.0,100.0,25.0,,,,,,,,,,,,,,
454786,Laurus College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Small,No,No,79.0,79.0,78.0,0.0,17.0,25.0,0.0,60.0,80.0,96.0,,0.0,0.0,,,,,,,,,,,,,,
481298,Lawrence & Company College of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483957,Lawrence & Company College of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Town: Fringe,No,No,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117520,Life Chiropractic College West,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
117104,Life Pacific College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,48.0,44.0,53.0,0.0,67.0,50.0,100.0,33.0,40.0,51.0,,,67.0,28.0,43.0,37.0,48.0,0.0,67.0,50.0,100.0,33.0,33.0,45.0,100.0,,
117557,Lincoln University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,83.0,63.0,93.0,,100.0,100.0,,100.0,100.0,100.0,0.0,,,33.0,33.0,0.0,67.0,,100.0,100.0,,,100.0,,,,0.0
117636,Loma Linda University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
117645,Long Beach City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,19.0,18.0,20.0,0.0,24.0,24.0,20.0,10.0,18.0,31.0,28.0,,16.0,,,,,,,,,,,,,,
490124,Los Angeles Academy of Figurative Art,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
117788,Los Angeles City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,21.0,18.0,22.0,,29.0,30.0,0.0,15.0,15.0,20.0,36.0,25.0,23.0,,,,,,,,,,,,,,
446385,Los Angeles College of Music,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,73.0,74.0,67.0,,0.0,0.0,,100.0,67.0,83.0,73.0,0.0,100.0,,,,,,,,,,,,,,
117681,Los Angeles Community College District Office,Administrative Unit,Four or more years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
117803,Los Angeles County College of Nursing and Allied Health,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
436429,Los Angeles Film School,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,60.0,60.0,64.0,64.0,59.0,57.0,100.0,51.0,68.0,68.0,100.0,54.0,59.0,79.0,79.0,81.0,63.0,,100.0,100.0,,59.0,82.0,100.0,89.0,78.0,
117690,Los Angeles Harbor College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,23.0,25.0,21.0,0.0,42.0,45.0,0.0,15.0,19.0,35.0,20.0,0.0,30.0,,,,,,,,,,,,,,
117867,Los Angeles Mission College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,19.0,19.0,18.0,,30.0,30.0,,14.0,18.0,19.0,15.0,0.0,50.0,,,,,,,,,,,,,,
368780,Los Angeles ORT College-Los Angeles Campus,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,City: Large,No,No,90.0,97.0,87.0,,86.0,86.0,,95.0,89.0,93.0,,,,,,,,,,,,,,,,,
474863,Los Angeles Pacific University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,11.0,38.0,0.0,,0.0,,0.0,0.0,0.0,17.0,,,100.0,0.0,14.0,50.0,0.0,,,,,0.0,0.0,50.0,,,
117706,Los Angeles Pierce College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,30.0,26.0,34.0,,37.0,36.0,50.0,24.0,24.0,41.0,38.0,27.0,24.0,,,,,,,,,,,,,,
117715,Los Angeles Southwest College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,12.0,8.0,14.0,,0.0,0.0,0.0,11.0,14.0,,20.0,0.0,25.0,,,,,,,,,,,,,,
117724,Los Angeles Trade Technical College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,27.0,30.0,24.0,0.0,29.0,29.0,,11.0,29.0,26.0,47.0,42.0,55.0,,,,,,,,,,,,,,
117733,Los Angeles Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,21.0,17.0,25.0,0.0,32.0,32.0,33.0,18.0,18.0,26.0,44.0,11.0,12.0,,,,,,,,,,,,,,
117894,Los Medanos College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,34.0,33.0,35.0,100.0,44.0,44.0,,20.0,31.0,44.0,25.0,0.0,31.0,,,,,,,,,,,,,,
117900,Los Rios Community College District Office,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
117946,Loyola Marymount University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,79.0,80.0,79.0,100.0,84.0,84.0,100.0,72.0,82.0,79.0,70.0,,78.0,70.0,79.0,80.0,79.0,100.0,84.0,84.0,100.0,72.0,82.0,79.0,78.0,,70.0
117955,Lu Ross Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118143,Lyle's College of  Beauty,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118161,Lytles Redwood Empire Beauty College Inc,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449366,Make-up Designory,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
411684,Marian Health Careers Center-Los Angeles Campus,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,
475282,Marian Health Careers Center-Van Nuys Campus,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123943,Marshall B Ketchum University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
118541,Marymount California University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,35.0,30.0,39.0,,33.0,29.0,43.0,30.0,43.0,32.0,35.0,19.0,40.0,13.0,23.0,23.0,22.0,,19.0,21.0,14.0,22.0,30.0,14.0,33.0,13.0,35.0
454698,Mayfield College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,79.0,76.0,80.0,33.0,75.0,75.0,,60.0,82.0,75.0,,,,,,,,,,,,,,,,,
476595,Medical Allied Career Center,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118684,Mendocino College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Fringe,No,No,22.0,21.0,24.0,14.0,14.0,17.0,0.0,16.0,24.0,23.0,,0.0,29.0,,,,,,,,,,,,,,
118693,Menlo College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,53.0,52.0,54.0,,53.0,50.0,57.0,33.0,43.0,68.0,33.0,67.0,50.0,39.0,53.0,52.0,54.0,,53.0,50.0,57.0,33.0,43.0,68.0,50.0,67.0,33.0
118718,Merced College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,25.0,24.0,25.0,0.0,32.0,32.0,33.0,7.0,23.0,27.0,48.0,25.0,21.0,,,,,,,,,,,,,,
491808,Meridian University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
118772,Merritt College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,17.0,14.0,19.0,0.0,43.0,45.0,0.0,5.0,20.0,40.0,0.0,15.0,0.0,,,,,,,,,,,,,,
