UnitID,Institution Name,Sector of institution (HD2018),Level of institution (HD2018),Control of institution (HD2018),Degree-granting status (HD2018),Degree of urbanization (Urban-centric locale) (HD2018),Tribal college (HD2018),Historically Black College or University (HD2018),Graduation rate  total cohort (DRVGR2017_RV),Graduation rate  men (DRVGR2017_RV),Graduation rate  women (DRVGR2017_RV),Graduation rate  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate  Asian/Native Hawaiian/Other Pacific Islander (DRVGR2017_RV),Graduation rate  Asian (DRVGR2017_RV),Graduation rate  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate  Black  non-Hispanic (DRVGR2017_RV),Graduation rate  Hispanic (DRVGR2017_RV),Graduation rate  White  non-Hispanic (DRVGR2017_RV),Graduation rate  Nonresident alien (DRVGR2017_RV),Graduation rate  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  men (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  women (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian/Native Hawaiian/Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Black  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  White  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Nonresident alien (DRVGR2017_RV)
109086,American Conservatory Theater,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
108870,American Film Institute Conservatory,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
447795,American Institute of Massage Therapy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116846,American Jewish University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,29.0,25.0,33.0,0.0,,,,,,30.0,,33.0,,29.0,29.0,25.0,33.0,0.0,,,,,,30.0,,33.0,
461263,American Medical Sciences Center,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,83.0,,83.0,,,,,,100.0,75.0,,,100.0,,,,,,,,,,,,,,
109208,American River College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,28.0,28.0,29.0,13.0,36.0,39.0,0.0,11.0,22.0,32.0,60.0,57.0,29.0,,,,,,,,,,,,,,
433004,American University of Health Sciences,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,100.0,,100.0,,100.0,100.0,,,,,,,,100.0,100.0,,100.0,,100.0,100.0,,,,,,,
457299,Angeles College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,80.0,75.0,83.0,,90.0,90.0,,75.0,67.0,,,,,,,,,,,,,,,,,,
457314,Angeles Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
475705,Annenberg School of Nursing,"Private not-for-profit, less-than 2-year",Less than 2 years (below associate),Private not-for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109350,Antelope Valley College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,24.0,24.0,24.0,0.0,33.0,35.0,0.0,13.0,24.0,29.0,33.0,26.0,17.0,,,,,,,,,,,,,,
245838,Antioch University-Los Angeles,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
245847,Antioch University-Santa Barbara,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
109651,Art Center College of Design,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,68.0,65.0,69.0,,63.0,63.0,,0.0,74.0,60.0,83.0,,50.0,24.0,68.0,65.0,69.0,,63.0,63.0,,0.0,74.0,60.0,50.0,,83.0
447777,Asher College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Small,No,No,63.0,65.0,57.0,,33.0,0.0,50.0,71.0,75.0,62.0,,,,,,,,,,,,,,,,,
154022,Ashford University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,8.0,4.0,9.0,5.0,14.0,18.0,11.0,4.0,9.0,10.0,50.0,11.0,6.0,1.0,7.0,4.0,8.0,4.0,10.0,8.0,11.0,4.0,8.0,8.0,6.0,6.0,50.0
393861,Asian-American International Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485494,Associated Barber College of San Diego,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
109721,Associated Technical College-Los Angeles,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109730,Associated Technical College-San Diego,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
444325,ATI College-Norwalk,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,75.0,100.0,74.0,,100.0,100.0,,20.0,100.0,67.0,,,,,,,,,,,,,,,,,
108649,Avalon School of Cosmetology-Alameda,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
469957,Aveda Institute-Los Angeles,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486558,Aviation Institute of Maintenance,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
109785,Azusa Pacific University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,67.0,60.0,70.0,50.0,70.0,72.0,33.0,37.0,66.0,68.0,55.0,76.0,65.0,52.0,67.0,60.0,70.0,50.0,70.0,72.0,33.0,37.0,66.0,68.0,65.0,76.0,55.0
109819,Bakersfield College,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,23.0,22.0,24.0,20.0,23.0,23.0,0.0,16.0,19.0,34.0,13.0,0.0,21.0,,,,,,,,,,,,,,
417105,Baldwin Park Adult & Community Education,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,
490212,Baldy View Regional Occupational Program,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109907,Barstow Community College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Town: Distant,No,No,16.0,18.0,14.0,33.0,25.0,17.0,50.0,7.0,22.0,4.0,50.0,0.0,18.0,,,,,,,,,,,,,,
483878,Bay Area Medical Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449357,Beaumont Adult School,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109934,Bellus Academy-Chula Vista,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,73.0,100.0,71.0,,100.0,100.0,100.0,63.0,73.0,50.0,,100.0,100.0,,,,,,,,,,,,,,
116563,Bellus Academy-El Cajon,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,85.0,100.0,85.0,,0.0,,0.0,100.0,82.0,84.0,,100.0,100.0,,,,,,,,,,,,,,
377722,Bellus Academy-Poway,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,79.0,100.0,79.0,100.0,86.0,83.0,100.0,33.0,79.0,79.0,,40.0,100.0,,,,,,,,,,,,,,
461643,Bergin University of Canine Studies,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
125170,Berkeley City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,25.0,22.0,27.0,100.0,47.0,48.0,0.0,10.0,15.0,28.0,17.0,14.0,33.0,,,,,,,,,,,,,,
262022,Bethel Seminary-San Diego,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
110060,Bethesda University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,15.0,11.0,21.0,,23.0,23.0,,0.0,8.0,0.0,0.0,75.0,,9.0,15.0,11.0,21.0,,23.0,23.0,,0.0,8.0,0.0,,75.0,0.0
475635,Beverly Hills Design Institute,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,86.0,50.0,100.0,,100.0,100.0,,100.0,100.0,100.0,50.0,,,71.0,71.0,50.0,80.0,,100.0,100.0,,100.0,100.0,50.0,,,50.0
457253,Beyond 21st Century Beauty Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110097,Biola University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,73.0,71.0,75.0,,73.0,74.0,50.0,67.0,69.0,77.0,76.0,88.0,60.0,55.0,73.0,71.0,75.0,,73.0,74.0,50.0,67.0,69.0,77.0,60.0,88.0,76.0
447810,Blake Austin College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Small,No,No,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
491482,Blush School of Makeup,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
454759,Borner's Barber College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
479992,Brand College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
262086,Brandman University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
110194,Brownson Technical School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110246,Butte College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Rural: Distant,No,No,31.0,30.0,32.0,50.0,23.0,23.0,25.0,20.0,29.0,32.0,54.0,50.0,28.0,,,,,,,,,,,,,,
487773,Butte County Regional Occupational Program,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",City: Small,No,No,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110334,Cabrillo College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Midsize,No,No,26.0,22.0,29.0,50.0,28.0,28.0,,18.0,20.0,33.0,23.0,0.0,37.0,,,,,,,,,,,,,,
433420,California Aeronautical University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,46.0,50.0,45.0,,,,,0.0,50.0,46.0,,,,0.0,67.0,,67.0,,,,,,50.0,100.0,,,
110361,California Baptist University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,59.0,57.0,60.0,67.0,51.0,51.0,50.0,30.0,56.0,65.0,93.0,66.0,43.0,41.0,59.0,57.0,60.0,67.0,51.0,51.0,50.0,30.0,56.0,65.0,43.0,66.0,93.0
486497,California Barber and Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
110875,California Beauty School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,
447713,California Career College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
481386,California Career Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
262402,California Career School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110918,California Christian College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,100.0,100.0,100.0,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,
492661,California College of Barbering and Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
110370,California College of the Arts,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,61.0,71.0,56.0,0.0,78.0,77.0,100.0,39.0,38.0,57.0,75.0,73.0,,40.0,61.0,71.0,56.0,0.0,78.0,77.0,100.0,39.0,38.0,57.0,,73.0,75.0
478634,California College San Diego,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
485263,California College San Diego,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,35.0,34.0,36.0,40.0,40.0,39.0,45.0,36.0,37.0,42.0,,28.0,5.0,32.0,32.0,29.0,34.0,100.0,45.0,47.0,0.0,30.0,29.0,32.0,0.0,29.0,
111054,California Hair Design Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,
442985,California Healing Arts College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487649,California Institute of Advanced Management,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
490285,California Institute of Arts & Technology,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,72.0,71.0,80.0,,100.0,100.0,,50.0,0.0,0.0,,74.0,,,,,,,,,,,,,,,
110316,California Institute of Integral Studies,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
491507,California Institute of Medical Science,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
110404,California Institute of Technology,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,89.0,88.0,92.0,100.0,93.0,93.0,,100.0,77.0,93.0,82.0,,86.0,79.0,89.0,88.0,92.0,100.0,93.0,93.0,,100.0,77.0,93.0,86.0,,82.0
111081,California Institute of the Arts,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,67.0,66.0,68.0,,70.0,78.0,0.0,67.0,58.0,63.0,81.0,,83.0,62.0,67.0,66.0,68.0,,70.0,78.0,0.0,67.0,58.0,63.0,83.0,,81.0
485546,California Intercontinental University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
486488,California Jazz Conservatory,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
110413,California Lutheran University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,71.0,66.0,75.0,60.0,67.0,66.0,75.0,72.0,76.0,70.0,88.0,65.0,60.0,62.0,71.0,66.0,75.0,60.0,67.0,66.0,75.0,72.0,76.0,70.0,60.0,65.0,88.0
480781,California Miramar University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
455734,California Nurses Educational Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110422,California Polytechnic State University-San Luis Obispo,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Small,No,No,82.0,79.0,86.0,75.0,81.0,82.0,56.0,76.0,73.0,84.0,64.0,84.0,84.0,47.0,82.0,79.0,86.0,75.0,81.0,82.0,56.0,76.0,73.0,84.0,84.0,84.0,64.0
110529,California State Polytechnic University-Pomona,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,66.0,61.0,72.0,43.0,74.0,74.0,29.0,46.0,59.0,70.0,72.0,66.0,66.0,18.0,66.0,61.0,72.0,43.0,74.0,74.0,29.0,46.0,59.0,70.0,66.0,66.0,72.0
111188,California State University Maritime Academy,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Midsize,No,No,64.0,63.0,73.0,0.0,77.0,77.0,,0.0,59.0,68.0,100.0,50.0,50.0,47.0,64.0,63.0,73.0,0.0,77.0,77.0,,0.0,59.0,68.0,50.0,50.0,100.0
110486,California State University-Bakersfield,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,41.0,39.0,42.0,75.0,51.0,51.0,0.0,26.0,42.0,45.0,45.0,36.0,22.0,14.0,41.0,39.0,42.0,75.0,51.0,51.0,0.0,26.0,42.0,45.0,22.0,36.0,45.0
110501,California State University-Chancellors Office,Administrative Unit,Four or more years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
441937,California State University-Channel Islands,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Midsize,No,No,59.0,57.0,60.0,50.0,51.0,49.0,100.0,70.0,56.0,66.0,,45.0,56.0,26.0,59.0,57.0,60.0,50.0,51.0,49.0,100.0,70.0,56.0,66.0,56.0,45.0,
110538,California State University-Chico,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Small,No,No,66.0,60.0,70.0,50.0,61.0,61.0,50.0,52.0,60.0,69.0,55.0,70.0,66.0,26.0,66.0,60.0,70.0,50.0,61.0,61.0,50.0,52.0,60.0,69.0,66.0,70.0,55.0
110547,California State University-Dominguez Hills,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Small,No,No,43.0,36.0,46.0,0.0,46.0,48.0,20.0,40.0,44.0,45.0,25.0,50.0,41.0,6.0,43.0,36.0,46.0,0.0,46.0,48.0,20.0,40.0,44.0,45.0,41.0,50.0,25.0
110574,California State University-East Bay,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Midsize,No,No,42.0,37.0,45.0,67.0,55.0,53.0,86.0,23.0,40.0,57.0,46.0,38.0,43.0,10.0,42.0,37.0,45.0,67.0,55.0,53.0,86.0,23.0,40.0,57.0,43.0,38.0,46.0
110556,California State University-Fresno,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,56.0,50.0,60.0,33.0,47.0,47.0,43.0,51.0,53.0,66.0,58.0,66.0,66.0,15.0,56.0,50.0,60.0,33.0,47.0,47.0,43.0,51.0,53.0,66.0,66.0,66.0,58.0
110565,California State University-Fullerton,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,66.0,60.0,71.0,70.0,70.0,71.0,56.0,59.0,63.0,70.0,56.0,61.0,67.0,22.0,66.0,60.0,71.0,70.0,70.0,71.0,56.0,59.0,63.0,70.0,67.0,61.0,56.0
110583,California State University-Long Beach,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,69.0,63.0,73.0,75.0,74.0,74.0,50.0,53.0,66.0,73.0,73.0,67.0,68.0,16.0,69.0,63.0,73.0,75.0,74.0,74.0,50.0,53.0,66.0,73.0,68.0,67.0,73.0
110592,California State University-Los Angeles,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,47.0,40.0,52.0,50.0,62.0,62.0,,41.0,44.0,57.0,47.0,39.0,38.0,6.0,47.0,40.0,52.0,50.0,62.0,62.0,,41.0,44.0,57.0,38.0,39.0,47.0
409698,California State University-Monterey Bay,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Midsize,No,No,60.0,56.0,63.0,67.0,70.0,69.0,100.0,53.0,60.0,62.0,10.0,66.0,58.0,23.0,60.0,56.0,63.0,67.0,70.0,69.0,100.0,53.0,60.0,62.0,58.0,66.0,10.0
110608,California State University-Northridge,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,51.0,45.0,57.0,43.0,61.0,62.0,30.0,39.0,47.0,65.0,55.0,51.0,42.0,13.0,51.0,45.0,57.0,43.0,61.0,62.0,30.0,39.0,47.0,65.0,42.0,51.0,55.0
110617,California State University-Sacramento,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,48.0,43.0,51.0,38.0,46.0,46.0,30.0,37.0,49.0,50.0,48.0,53.0,53.0,9.0,48.0,43.0,51.0,38.0,46.0,46.0,30.0,37.0,49.0,50.0,53.0,53.0,48.0
110510,California State University-San Bernardino,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Midsize,No,No,54.0,51.0,56.0,60.0,54.0,54.0,67.0,48.0,53.0,59.0,76.0,64.0,49.0,12.0,54.0,51.0,56.0,60.0,54.0,54.0,67.0,48.0,53.0,59.0,49.0,64.0,76.0
366711,California State University-San Marcos,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,53.0,47.0,57.0,0.0,63.0,62.0,100.0,49.0,51.0,56.0,38.0,52.0,43.0,14.0,53.0,47.0,57.0,0.0,63.0,62.0,100.0,49.0,51.0,56.0,43.0,52.0,38.0
110495,California State University-Stanislaus,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Small,No,No,53.0,49.0,55.0,100.0,54.0,56.0,17.0,41.0,54.0,54.0,43.0,59.0,42.0,11.0,53.0,49.0,55.0,100.0,54.0,56.0,17.0,41.0,54.0,54.0,42.0,59.0,43.0
483443,California Technical Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
111391,California Western School of Law,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
446093,Cambridge Junior College-Yuba City,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,83.0,100.0,82.0,,0.0,,0.0,,85.0,91.0,,0.0,100.0,,,,,,,,,,,,,,
111434,Canada College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,26.0,26.0,27.0,50.0,28.0,31.0,0.0,14.0,17.0,37.0,44.0,25.0,42.0,,,,,,,,,,,,,,
377759,Capstone College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111513,Career Academy of Beauty,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
446118,Career Care Institute,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,
454801,Career Development Institute Inc,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
433013,Career Networks Institute,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,74.0,64.0,80.0,0.0,76.0,76.0,,88.0,81.0,70.0,0.0,63.0,,,,,,,,,,,,,,,
485467,Carrington College-Administrative Office,Administrative Unit,At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
450702,Carrington College-Citrus Heights,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,62.0,55.0,63.0,40.0,71.0,100.0,50.0,33.0,61.0,66.0,100.0,,40.0,,,,,,,,,,,,,,
438258,Carrington College-Pleasant Hill,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,63.0,50.0,64.0,0.0,88.0,86.0,100.0,42.0,67.0,59.0,,67.0,100.0,,,,,,,,,,,,,,
